Place,Date_start,Date_end,Type_of_Exchange,Currency_From,Amount_From,Currency_To,Amount_To,Notes,Source
Venice-Florence,1391.02.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.49,54,284
Venice-Florence,1391.03.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.49,54,284
Venice-Florence,1391.04.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.4,54,284
Venice-Florence,1391.05.12,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.27,54,284
Venice-Florence,1391.06.07,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.4,54,284
Venice-Florence,1391.07.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.6,54,284
Venice-Florence,1391.08.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.5,54,284
Venice-Florence,1391.09.13,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.39,54,284
Venice-Florence,1391.10.19,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.21,54,284
Venice-Florence,1391.11.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.18,54,284
Venice-Florence,1391.12.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.26,54,284
Venice-Florence,1392.01.18,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.3,54,284
Venice-Florence,1392.02.10,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.3,54,284
Venice-Florence,1392.03.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.13,54,284
Venice-Florence,1392.06.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.3,54,284
Venice-Florence,1392.07.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.61,54,284
Venice-Florence,1392.08.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.55,54,284
Venice-Florence,1392.09.11,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.3,54,284
Venice-Florence,1392.10.09,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.13,54,284
Venice-Florence,1392.11.12,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.11,54,284
Venice-Florence,1392.12.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.2,54,284
Venice-Florence,1393.01.16,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.21,54,284
Venice-Florence,1393.02.12,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.25,54,284
Venice-Florence,1393.03.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.42,54,284
Venice-Florence,1393.04.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.4,54,284
Venice-Florence,1393.05.08,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.5,54,284
Venice-Florence,1393.06.29,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.51,54,284
Venice-Florence,1393.07.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.58,54,284
Venice-Florence,1393.08.08,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.65,54,284
Venice-Florence,1393.09.25,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.31,54,284
Venice-Florence,1393.10.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.35,54,284
Venice-Florence,1393.11.08,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.37,54,284
Venice-Florence,1393.12.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.34,54,284
Venice-Florence,1394.01.15,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.45,54,284
Venice-Florence,1394.02.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.41,54,284
Venice-Florence,1394.03.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.45,54,284
Venice-Florence,1394.04.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.55,54,284
Venice-Florence,1394.05.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.44,54,284
Venice-Florence,1394.06.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.45,54,284
Venice-Florence,1394.07.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.54,54,284
Venice-Florence,1394.08.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.55,54,284
Venice-Florence,1394.09.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.2,54,284
Venice-Florence,1394.10.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.2,54,284
Venice-Florence,1394.11.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.24,54,284
Venice-Florence,1394.12.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.56,54,284
Venice-Florence,1395.01.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.49,54,284
Venice-Florence,1395.02.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.33,54,284
Venice-Florence,1395.03.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.29,54,284
Venice-Florence,1395.04.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.25,54,284
Venice-Florence,1395.05.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.28,54,284
Venice-Florence,1395.06.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.4,54,284
Venice-Florence,1395.07.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.6,54,284
Venice-Florence,1395.08.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.68,54,284
Venice-Florence,1395.09.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.39,54,284
Venice-Florence,1395.10.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.14,54,284
Venice-Florence,1395.11.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.31,54,284
Venice-Florence,1395.12.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.38,54,284
Venice-Florence,1396.01.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.3,54,284
Venice-Florence,1396.02.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.2,54,284
Venice-Florence,1396.03.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.13,54,284
Venice-Florence,1396.04.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.04,54,284
Venice-Florence,1396.05.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.1,54,284
Venice-Florence,1396.06.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.29,54,284
Venice-Florence,1396.07.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.44,54,284
Venice-Florence,1396.08.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.21,54,284
Venice-Florence,1396.09.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",14.93,54,284
Venice-Florence,1396.10.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.26,54,284
Venice-Florence,1396.11.12,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.46,54,284
Venice-Florence,1396.12.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.33,54,284
Venice-Florence,1397.01.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.47,54,284
Venice-Florence,1397.02.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.29,54,284
Venice-Florence,1397.03.10,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.33,54,284
Venice-Florence,1397.04.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.15,54,284
Venice-Florence,1397.05.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15,54,284
Venice-Florence,1397.06.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",14.89,54,284
Venice-Florence,1397.07.07,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.25,54,284
Venice-Florence,1397.08.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.4,54,284
Venice-Florence,1397.09.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.21,54,284
Venice-Florence,1397.10.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.48,54,284
Venice-Florence,1397.11.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.33,54,284
Venice-Florence,1397.12.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.29,54,284
Venice-Florence,1398.01.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.23,54,284
Venice-Florence,1398.02.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.32,54,284
Venice-Florence,1398.03.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.37,54,284
Venice-Florence,1398.04.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.43,54,284
Venice-Florence,1398.05.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.44,54,284
Venice-Florence,1398.06.08,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.39,54,284
Venice-Florence,1398.07.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.44,54,284
Venice-Florence,1398.08.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.65,54,284
Venice-Florence,1398.09.27,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.34,54,284
Venice-Florence,1398.10.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.4,54,284
Venice-Florence,1398.11.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.67,54,284
Venice-Florence,1398.12.10,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.65,54,284
Venice-Florence,1399.01.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.58,54,284
Venice-Florence,1399.02.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.59,54,284
Venice-Florence,1399.03.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.43,54,284
Venice-Florence,1399.04.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.3,54,284
Venice-Florence,1399.05.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.3,54,284
Venice-Florence,1399.06.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.5,54,284
Venice-Florence,1399.07.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.63,54,284
Venice-Florence,1399.08.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.71,54,284
Venice-Florence,1399.09.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.47,54,284
Venice-Florence,1399.10.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.44,54,284
Venice-Florence,1399.11.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.23,54,284
Venice-Florence,1399.12.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.39,54,284
Venice-Florence,1400.01.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.62,54,284
Venice-Florence,1400.02.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.33,54,284
Venice-Florence,1400.03.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.35,54,284
Venice-Florence,1400.04.09,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.35,54,284
Venice-Florence,1400.05.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.41,54,284
Venice-Florence,1400.06.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.37,54,284
Venice-Florence,1400.07.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.44,54,284
Venice-Florence,1400.08.12,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.7,54,284
Venice-Florence,1400.09.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.18,54,284
Venice-Florence,1400.10.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.2,54,284
Venice-Florence,1400.11.13,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.08,54,284
Venice-Florence,1400.12.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.15,54,284
Venice-Florence,1401.01.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.2,54,284
Venice-Florence,1401.02.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.14,54,284
Venice-Florence,1401.03.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.11,54,284
Venice-Florence,1401.04.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.14,54,284
Venice-Florence,1401.05.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.23,54,284
Venice-Florence,1401.06.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.54,54,284
Venice-Florence,1401.07.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.5,54,284
Venice-Florence,1401.08.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.45,54,284
Venice-Florence,1401.09.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.38,54,284
Venice-Florence,1401.10.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.58,54,284
Venice-Florence,1401.11.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.53,54,284
Venice-Florence,1401.12.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.32,54,284
Venice-Florence,1402.01.07,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.38,54,284
Venice-Florence,1402.02.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.42,54,284
Venice-Florence,1402.03.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.54,54,284
Venice-Florence,1402.04.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.67,54,284
Venice-Florence,1402.05.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.45,54,284
Venice-Florence,1402.06.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.45,54,284
Venice-Florence,1402.07.08,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.45,54,284
Venice-Florence,1402.08.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.53,54,284
Venice-Florence,1402.09.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.15,54,284
Venice-Florence,1402.10.07,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.33,54,284
Venice-Florence,1402.11.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.58,54,284
Venice-Florence,1402.12.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.7,54,284
Venice-Florence,1403.01.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.89,54,284
Venice-Florence,1403.02.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.58,54,284
Venice-Florence,1403.03.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.55,54,284
Venice-Florence,1403.04.07,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.45,54,284
Venice-Florence,1403.05.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.63,54,284
Venice-Florence,1403.06.02,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.65,54,284
Venice-Florence,1403.07.07,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.93,54,284
Venice-Florence,1403.08.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.58,54,284
Venice-Florence,1403.09.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.43,54,284
Venice-Florence,1403.10.06,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.39,54,284
Venice-Florence,1403.11.03,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.54,54,284
Venice-Florence,1403.12.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.63,54,284
Venice-Florence,1404.01.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.7,54,284
Venice-Florence,1404.02.04,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.58,54,284
Venice-Florence,1404.03.01,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.5,54,284
Venice-Florence,1404.04.05,,Bill of exchange,"Venice, lira di grossi of",1,"Florence, lira affiorino of",15.7,54,284
